text
"É difícil escolher a maior barbaridade q Bolsonaro disse no Roda Viva.Mas dizer que os africanos eram os responsáveis pela própria escravidão q os martirizou e q os portugueses ñ pisaram na África ,mostra a covardia explícita deste racista ao tentar transformar a vítima em algoz."
"se depois dessa entrevista do bolsonaro no roda viva vc ainda vai votar nele na moral só digo uma coisa:
da unfollow e me corta pq tem que ser MUITO BURRO, não precisa ter nem 2 neuronios"
Dps do Bolsonaro no roda viva ficou claro que quem apoia ele tem algum problema mental
"É muita covardia comparar essa entrevista do Ciro Gomes com a palhaçada que se deu no Roda Viva com Bolsonaro. Não entendo como alguém pode cogitar aquela mula, comparado ao Ciro ou a qualquer outro candidato."
"Vi a entrevista do Bolsonaro pro roda viva e fui ler os comentários, fiquei horrorizada com o tanto de gente que o apoia, não sei mais o que vai virar"
Eu sinto tanto nojo dos vídeos do Bolsonaro no Roda Viva que não consigo nem compartilhar pra mostrar o quanto ele é uma merda Não é possível esse cara ter tanto fã burro meu pai do céu
Você viu o Bolsonaro pagando mico no RodaViva? Elege ele pra ver a vergonha internacional que nós iremos passar!
"Bolsonaro no Roda Viva se mostrou totalmente incapaz de governar algo, ele não tá apto nem pra gerir uma bodega quem dera um país. Fora o conhecimento zero em história, o saudosismo a ditadura passando pano pra tortura e os assassinatos, e outras baboseiras ditas, ele é um asno."
o indivíduo que assistiu o roda viva com bolsonaro e ainda assim ESCOLHE votar nele tem mais é que receber o título de otário mesmo
"eu to chocada com as respostas que o bolsonaro deu no roda viva
mano MANO M A N O como, COMO, C O M O alguém consegue ver um bom futuro pro nosso país com esse cara na presidência? PUTA MERDA"
"Depois das aberrações de ontem de Bolsonaro, é ainda mais claro que a educação pública precisa incluir a defesa dos direitos humanos e da democracia. Sem acertar contas com o passado, não há presente nem futuro. Como se diz em psicanálise, é um passado que não passa."
"confesso q não consegui assistir a entrevista inteira do Bolsonaro no Roda Viva.me faz muito mal ouvir aquele ser odioso falar, faz muito mal pro Brasil darem voz pra aquilo, é péssimo pro povo brasileiro, já tão sofrido, sentir o ódio se propagando enquanto o amor segue preso."
O #RodaViva de ontem mostrou novamente que não precisamos perder nosso tempo difamando o bolsonaro. Ele já faz isso muito bem sozinho.¯\_(ツ)_/¯
"Eu creio que o Bolsonaro no #RodaViva diminuiu ainda mais as chances dele vencer alguma coisa Você pode ser ""anti-esquerda"", mas você não é idiota a ponto de votar em alguém claramente despreparado Fale o que quiser, mas não diga que ele é preparado para ser presidente."
Assistindo o #RodaViva com o Bolsonaro e não consigo sentir nada além de medo. Medo de ver pessoas apoiando alguém desequilibrado apenas por estarem desesperados por mudanças. Medo ao imaginar alguém como ele governando um país.
Os jornalistas do Roda Viva deveriam descer do pedestal pq o Bolsonaro se saiu muito melhor que eles. #OsPingosNosIs
Pensando na maneira que foi conduzida a última entrevista no Roda Viva será mesmo que nosso candidato Bolsonaro deverá participar nas demais?! O que vimos foi um bando de abutres tentando desqualifica-lo e ele tem mto mais a oferecer do que ficar dando aula de história!!
"O Bolsonaro foi perfeito em todas as questões, os esquerdoburros do @rodaviva não conseguiram sequer pegar a placa da jamanta que os atropelou! 😂😂😂"
"ESPETACULAR!!! RECORDE QUE NEM ESSE DUVIDO Q OUTRO POLÍTICO BATERÁ NOS PRÓXIMOS 50 ANOS! Em menos de 48 horas, o vídeo do @jairbolsonaro no Roda Viva acabou de ultrapassar a absurda marca de 4 MILHÕES DE VISUALIZAÇÕES (+1 milhão em 20 horas) e AINDA CONTINUA EM ALTA no YouTube!"
"Roda viva mostrou a face mais estúpida de um jornalismo descomprometido com a verdade, totalmente amador e ideológico. Simplesmente ridículo. Um tribunal com juízes de araque. Bolsonaro só ganhou. De novo."
"Paulo Figueiredo resumiu “vocês viram o Bolsonaro no Roda Viva? Eu vi um brasileiro comum falando verdades a uma classe jornalística estúpida, ideológica, vagabunda, despreparada e soberba. Poucas vezes vi algo tão ilustrativo do momento em que vivemos “ #BolsonaroNoRodaViva"
"Jair Bolsonaro sai fortalecido do programa Roda Viva. O método de inserir apenas militantes para derrubá-lo foi um tiro no pé. Militantes são monótonos, possuem retórica limitada e não têm compromisso com a realidade dos fatos."
"Jair Bolsonaro 7 x 1 Roda Viva  A grande mídia precisa refletir, não da mais para vender MILITANTE como JORNALISTA, este truque não engana mais ninguém ..."
"Falam que a gente é burro por apoiar Bolsonaro, mas apoia o socialismo e ainda diz que Lula é inocente. Não é que a gente seja burro, são vocês que não aceitam a REALIDADE.  É @jairbolsonaro 2018 sim, se não gostou vai pra cuba.     "
Resumo do #RodaViva com BOLSONARO -Ditadura -Ditadura -Tortura -Quilombolas -Jesus era refugiado -Wikipedia -Ditadura - Exército Saúde? NÃO Saneamento básico? NÃO. Educação? NÃO.Segurança? NÃO.Não vimos uma entrevista. Vimos um folhetim esquerdista baseado na WIKIPEDIA!
"O Roda Viva empurrou mais a faixa para o Jair. @jairbolsonaro é uma espécie de Rocky Balboa, quanto mais apanha, levanta mais forte e motivado."
"É visível o ódio desses esquerdopatas pelo Bolsonaro. Se Deus quiser, Bolsonaro presidente,"
"Porra hein, achei muita sacanagem esses jornalixos enchendo o saco do Bolsonaro, sinceramente nem acho que ele precisava disso, deve ser muito estressante pra ele 😤😤😡😡"
Fizeram de propósito só passado e mimimi para boicotar a entrevista
"Meu caro, você mitou grandemente! 😍"
